"symboling","make","fuel.type","aspiration","num.of.doors","body.style","drive.wheels","engine.location","wheel.base","height","curb.weight","engine.type","num.of.cylinders","engine.size","fuel.system","bore","horsepower","peak.rpm","price","area","mpg","cluster","kmeans","hcpc","hc.complete","hc.avg","hc.ward.D2"
"0","toyota","gas","std","four","hatchback","fwd","front",95.7,52.8,2122,"ohc","four",98,"2bbl",3.19,70,4800,8358,10709.72,31,"2","2","1","1","2","1"
"0","toyota","gas","std","four","sedan","fwd","front",95.7,52.8,2140,"ohc","four",98,"2bbl",3.19,70,4800,9258,10709.72,31,"2","2","1","1","2","1"
"1","toyota","gas","std","two","sedan","rwd","front",94.5,52.6,2169,"ohc","four",98,"2bbl",3.19,70,4800,8058,10796.8,31.5,"2","2","1","1","2","1"
"1","toyota","gas","std","two","hatchback","rwd","front",94.5,52.6,2204,"ohc","four",98,"2bbl",3.19,70,4800,8238,10796.8,31.5,"2","2","1","1","2","1"
"1","toyota","gas","std","two","sedan","rwd","front",94.5,52.6,2265,"dohc","four",98,"mpfi",3.24,112,6600,9298,10796.8,27.5,"2","2","2","1","2","1"
"1","toyota","gas","std","two","hatchback","rwd","front",94.5,52.6,2300,"dohc","four",98,"mpfi",3.24,112,6600,9538,10796.8,27.5,"2","2","2","1","2","1"
"2","toyota","gas","std","two","hardtop","rwd","front",98.4,52,2540,"ohc","four",146,"mpfi",3.62,116,4800,8449,11558.72,27,"1","1","2","2","2","1"
"2","toyota","gas","std","two","hardtop","rwd","front",98.4,52,2536,"ohc","four",146,"mpfi",3.62,116,4800,9639,11558.72,27,"1","1","2","2","2","1"
"2","toyota","gas","std","two","hatchback","rwd","front",98.4,52,2551,"ohc","four",146,"mpfi",3.62,116,4800,9989,11558.72,27,"1","1","2","2","2","1"
"2","toyota","gas","std","two","hardtop","rwd","front",98.4,52,2679,"ohc","four",146,"mpfi",3.62,116,4800,11199,11558.72,27,"1","1","2","2","2","1"
"2","toyota","gas","std","two","hatchback","rwd","front",98.4,52,2714,"ohc","four",146,"mpfi",3.62,116,4800,11549,11558.72,27,"1","1","2","2","2","1"
"2","toyota","gas","std","two","convertible","rwd","front",98.4,53,2975,"ohc","four",146,"mpfi",3.62,116,4800,17669,11558.72,27,"1","1","2","2","2","1"
"-1","toyota","gas","std","four","sedan","fwd","front",102.4,54.9,2326,"ohc","four",122,"mpfi",3.31,92,4200,8948,11677.4,31.5,"1","1","2","2","2","1"
"-1","toyota","diesel","turbo","four","sedan","fwd","front",102.4,54.9,2480,"ohc","four",110,"idi",3.27,73,4500,10698,11677.4,31.5,"1","1","2","2","2","1"
"-1","toyota","gas","std","four","hatchback","fwd","front",102.4,53.9,2414,"ohc","four",122,"mpfi",3.31,92,4200,9988,11677.4,29.5,"1","1","2","2","2","1"
"-1","toyota","gas","std","four","sedan","fwd","front",102.4,54.9,2414,"ohc","four",122,"mpfi",3.31,92,4200,10898,11677.4,29.5,"1","1","2","2","2","1"
"-1","toyota","gas","std","four","hatchback","fwd","front",102.4,53.9,2458,"ohc","four",122,"mpfi",3.31,92,4200,11248,11677.4,29.5,"1","1","2","2","2","1"
"3","toyota","gas","std","two","hatchback","rwd","front",102.9,52,2976,"dohc","six",171,"mpfi",3.27,161,5200,16558,12422.95,22,"3","3","2","2","1","2"
"3","toyota","gas","std","two","hatchback","rwd","front",102.9,52,3016,"dohc","six",171,"mpfi",3.27,161,5200,15998,12422.95,21.5,"3","3","2","2","1","2"
"-1","toyota","gas","std","four","sedan","rwd","front",104.5,54.1,3131,"dohc","six",171,"mpfi",3.27,156,5200,15690,12488.7,22,"3","3","3","2","1","2"
"-1","toyota","gas","std","four","wagon","rwd","front",104.5,54.1,3151,"dohc","six",161,"mpfi",3.27,156,5200,15750,12488.7,21.5,"3","3","3","2","1","2"
"2","volkswagen","diesel","std","two","sedan","fwd","front",97.3,55.7,2261,"ohc","four",97,"idi",3.01,52,4800,7775,11246.35,41.5,"2","2","1","1","2","1"
"2","volkswagen","gas","std","two","sedan","fwd","front",97.3,55.7,2209,"ohc","four",109,"mpfi",3.19,85,5250,7975,11246.35,30.5,"2","2","1","1","2","1"
"2","volkswagen","diesel","std","four","sedan","fwd","front",97.3,55.7,2264,"ohc","four",97,"idi",3.01,52,4800,7995,11246.35,41.5,"2","2","1","1","2","1"
"2","volkswagen","gas","std","four","sedan","fwd","front",97.3,55.7,2212,"ohc","four",109,"mpfi",3.19,85,5250,8195,11246.35,30.5,"2","2","1","1","2","1"
"2","volkswagen","gas","std","four","sedan","fwd","front",97.3,55.7,2275,"ohc","four",109,"mpfi",3.19,85,5250,8495,11246.35,30.5,"2","2","1","1","2","1"
"2","volkswagen","diesel","turbo","four","sedan","fwd","front",97.3,55.7,2319,"ohc","four",97,"idi",3.01,68,4500,9495,11246.35,39.5,"2","2","1","1","2","1"
"2","volkswagen","gas","std","four","sedan","fwd","front",97.3,55.7,2300,"ohc","four",109,"mpfi",3.19,100,5500,9995,11246.35,29,"2","2","2","1","2","1"
"3","volkswagen","gas","std","two","convertible","fwd","front",94.5,55.6,2254,"ohc","four",109,"mpfi",3.19,90,5500,11595,10227.06,26.5,"2","2","1","1","2","1"
"3","volkswagen","gas","std","two","hatchback","fwd","front",94.5,51.4,2221,"ohc","four",109,"mpfi",3.19,90,5500,9980,10604.8,26.5,"2","2","1","1","2","1"
"0","volkswagen","gas","std","four","sedan","fwd","front",100.4,55.1,2661,"ohc","five",136,"mpfi",3.19,110,5500,13295,12055.38,21.5,"1","1","2","2","1","1"
"0","volkswagen","diesel","turbo","four","sedan","fwd","front",100.4,55.1,2579,"ohc","four",97,"idi",3.01,68,4500,13845,12055.38,35.5,"2","2","1","1","2","1"
"0","volkswagen","gas","std","four","wagon","fwd","front",100.4,55.1,2563,"ohc","four",109,"mpfi",3.19,88,5500,12290,12249.39,28,"1","1","2","1","2","1"
"-2","volvo","gas","std","four","sedan","rwd","front",104.3,56.2,2912,"ohc","four",141,"mpfi",3.78,114,5400,12940,12687.36,25.5,"3","3","3","2","1","2"
"-1","volvo","gas","std","four","wagon","rwd","front",104.3,57.5,3034,"ohc","four",141,"mpfi",3.78,114,5400,13415,12687.36,25.5,"3","3","3","2","1","2"
"-2","volvo","gas","std","four","sedan","rwd","front",104.3,56.2,2935,"ohc","four",141,"mpfi",3.78,114,5400,15985,12687.36,26,"3","3","3","2","1","2"
"-1","volvo","gas","std","four","wagon","rwd","front",104.3,57.5,3042,"ohc","four",141,"mpfi",3.78,114,5400,16515,12687.36,26,"3","3","3","2","1","2"
"-2","volvo","gas","turbo","four","sedan","rwd","front",104.3,56.2,3045,"ohc","four",130,"mpfi",3.62,162,5100,18420,12687.36,19.5,"3","3","3","2","1","2"
"-1","volvo","gas","turbo","four","wagon","rwd","front",104.3,57.5,3157,"ohc","four",130,"mpfi",3.62,162,5100,18950,12687.36,19.5,"3","3","3","2","1","2"
"-1","volvo","gas","std","four","sedan","rwd","front",109.1,55.5,2952,"ohc","four",141,"mpfi",3.78,114,5400,16845,13008.32,25.5,"3","3","3","2","1","2"
"-1","volvo","gas","turbo","four","sedan","rwd","front",109.1,55.5,3049,"ohc","four",141,"mpfi",3.78,160,5300,19045,12989.44,22,"3","3","3","2","1","2"
"-1","volvo","gas","std","four","sedan","rwd","front",109.1,55.5,3012,"ohcv","six",173,"mpfi",3.58,134,5500,21485,13008.32,20.5,"3","3","3","2","1","2"
"-1","volvo","diesel","turbo","four","sedan","rwd","front",109.1,55.5,3217,"ohc","six",145,"idi",3.01,106,4800,22470,13008.32,26.5,"3","3","3","2","1","2"
"-1","volvo","gas","turbo","four","sedan","rwd","front",109.1,55.5,3062,"ohc","four",141,"mpfi",3.78,114,5400,22625,13008.32,22,"3","3","3","2","1","2"
